BuyerID,BuyerName,BuyerAge,BuyerGender,BuyerSalary
5798,Bethany Patel,22,female,4890.56
5799,Travis Harris,18,male,5064.65
5800,Kerri Sandoval,49,female,8502.28
5801,Jill Ward,54,female,9532.17
5802,Casey Franklin,32,male,7885.74
5803,Robert Everett,15,male,6190.94
5804,Nicholas Jackson,66,male,3566.06
5805,Ashley Knight,47,female,4219.85
5806,Jennifer Rodriguez,49,female,5976.3
5807,Jody Swanson,74,female,8130.46
5808,Krista Callahan,38,female,7999.84
5809,Cody Roach,29,male,8017.66
5810,Todd Flynn,36,male,9393.82
5811,Michael Terry,18,male,7335.48
5812,John Schultz,74,male,8482.43
5813,Bonnie Hawkins,31,female,7278.05
5814,Joseph Fuentes,56,male,7433.16
5815,Eric Carlson,27,male,10518.03
5816,Brent Ward,57,male,7891.67
5817,Jennifer Green,50,female,7488.42
5818,Lisa Bernard DDS,59,female,4588.43
5819,Emily Andrews,55,female,3974.13
5820,Michael Hopkins,22,male,6001.6
5821,Roberta Wilson,65,female,4202.16
5822,Donna Shaw,67,female,4904.94
5823,Nancy Higgins,38,female,5269.21
5824,Brittany Flowers,71,female,9978.72
5825,Douglas Park,16,male,10682.69
5826,Austin King,36,male,8200.25
5827,Gina Hendricks,47,female,4843.98
5828,Emily Walker,33,female,6049.8
5829,Jessica Grant,13,female,6143.3
5830,Nicole Smith,66,female,5316.93
5831,Catherine Cunningham,26,female,9557.58
5832,Christine Jones,69,female,3894.63
5833,Jonathan Smith,19,male,7988.97
5834,Lisa Mueller,67,female,7263.35
5835,Cassandra Cook,44,female,9173.68
5836,Christopher Sanchez,47,male,9299.34
5837,Susan Morrison,43,female,8722.95
5838,Roger Morgan,44,male,9067.9
5839,Jennifer Mora,34,female,9991.12
5840,Mrs. Carol Clarke DVM,12,female,7505.28
5841,Daniel Anderson,44,male,7602.02
5842,James Vazquez,59,male,3673.95
5843,Joshua White,64,male,9279.69
5844,Ronnie Carroll,56,male,10377.91
5845,Jeffrey Schwartz,58,male,10529.01
5846,Jill Dean,49,female,5377.74
5847,Mary Lindsey,23,female,10131.62
5848,Danielle Morales,58,female,10946.13
5849,Emily Barnes,38,female,7239.65
5850,Craig Haley,41,male,8372.03
5851,William Singh,48,male,10252.46
5852,Michael Roman,44,male,8247.18
5853,Kyle Walker,16,male,6806.06
5854,Mary Medina PhD,25,female,9104.76
5855,Michael Newton,13,male,7597.76
5856,Alison Gutierrez,74,female,9619.45
5857,Anthony Hobbs,20,male,9986.52
5858,Teresa Oliver,31,female,5990.71
5859,William Simon,63,male,9038.49
5860,Ricky Turner,43,male,7047.55
5861,Dale Page,60,male,5937.53
5862,Bryan Warner,55,male,8183.37
5863,Michelle Wu,36,female,8347.57
5864,Joel Arnold,33,male,4405.26
5865,James Hall,37,male,8623.1
5866,Alexis Gordon,14,female,4848.49
5867,Vernon Walker,41,male,9206.88
5868,Nicholas Brown,70,male,6021.84
5869,Kevin Cantrell,21,male,7862.38
5870,Hector Johnson,27,male,6023.58
5871,Rhonda Hanna,55,female,5793.58
5872,Scott Perez,29,male,8934.84
5873,Tamara Martin,44,female,5793.13
5874,Alejandra Perez,17,female,9052.42
5875,Gary Peterson,32,male,6978.14
5876,Jeremiah Brown,50,male,3560.67
5877,Tina Barker,46,female,6770.98
5878,Justin Vasquez,48,male,5477.11
5879,Michael Haas,66,male,5340.31
5880,Michelle Campbell,31,female,7550.11
5881,Veronica Owens,34,female,9256.27
5882,Megan Cunningham,64,female,8858.91
5883,Mr. James Nelson,40,male,9174.74
5884,Jason Castillo,49,male,7209.65
5885,Sheila Mcdonald,63,female,7797.61
5886,Lindsey Castaneda,22,female,9246.19
5887,Kimberly Baker,55,female,6423.21
5888,Louis Hall,40,male,10734.56
5889,Leslie Barnes,26,female,4038.65
5890,Christopher Anderson,29,male,10147.41
5891,Abigail Brown,49,female,10119.68
5892,Michael Hamilton,47,male,8962.96
5893,Natalie Elliott,54,female,5198.58
5894,Tammie Wiggins,20,female,4304.25
5895,Edward Mcclain,59,male,5287.36
5896,Jonathan Knight,50,male,3514.45
5897,Ronald Allen DVM,26,male,10926.74
5898,Erin Thompson,75,female,5605.3
5899,Brian Jensen,45,male,9487.9
5900,Russell Craig,29,male,3831.48
5901,Tara Rios,34,female,9729.6
5902,Mary Gomez,57,female,10264.58
5903,Jessica Ray,31,female,5793.11
5904,Jamie Burch,46,female,5591.81
5905,Bruce Kirk,58,male,9552.74
5906,Ashley Dunn,19,female,7707.74
5907,Jennifer Wilson,65,female,9552.48
5908,Michael Crane,40,male,8112.42
5909,Samuel Woods,57,male,9535.28
5910,Lisa Green,46,female,6463.88
5911,Julie Brown,17,female,4595.87
5912,Andrew Roberts,49,male,10699.82
5913,Gary Rivera,25,male,5900.58
5914,Sarah Sullivan,38,female,7379.63
5915,Amy Robinson,23,female,3986.78
5916,Nicole Marquez,52,female,6902.7
5917,Susan Armstrong,19,female,6478.99
5918,Jimmy Smith,18,male,6665.62
5919,Andrea Castillo,33,female,8133.36
5920,Ricky Hernandez,24,male,4575.03
5921,Michael Davis,26,male,5559.98
5922,Mario Quinn,34,male,3507.85
5923,Andres Ramirez,26,male,5034.01
5924,Jacqueline Mccoy,62,female,9429.59
5925,Michael Weaver,69,male,4291.36
5926,Dawn Cole,46,female,9977.02
5927,Christy Moss,68,female,5955.09
5928,Ronald Palmer,13,male,3970.09
5929,Scott Brown,56,male,4563.85
5930,Zachary Campbell,75,male,9115.44
5931,Brian Brown,67,male,9955.65
5932,Tracey Allen,21,female,10784.55
5933,Sandra Taylor,45,female,10055.88
5934,Nicole Floyd,52,female,4238.48
5935,Isabella Harrell,16,female,7943.62
5936,Mary Walker,60,female,3539.13
5937,Crystal Marsh,26,female,8654.61
5938,Matthew Douglas,75,male,4331.77
5939,Margaret Colon,19,female,9779.22
5940,Tyler Conley,48,male,10682.64
5941,Benjamin Wright,60,male,4345.54
5942,Dylan Cohen,63,male,6106.18
5943,Melissa West,15,female,5887.13
5944,James Roth,47,male,9511.75
5945,Derek Phillips,24,male,6486.51
5946,Caroline Palmer,57,female,6923.1
5947,Virginia Collins,32,female,6648.7
5948,Robert Bailey,48,male,3524.99
5949,Melissa Bender,22,female,4919.51
5950,Sandra Barker,48,female,8895.37
5951,Jessica Reed,40,female,3701.79
5952,Kevin Williams,67,male,4643.57
5953,Melissa Morrison,31,female,5808.66
5954,Robert Sanchez,41,male,7382.85
5955,Ryan Davis,16,male,4335.9
5956,James Moran,55,male,6741.09
5957,James Orr,27,male,8983.77
5958,Troy Christensen,25,male,8806.62
5959,Larry Zuniga,37,male,5371.59
5960,Rhonda Dean,37,female,6978.22
5961,Jennifer Padilla,55,female,7483.52
5962,Kristen Anderson,57,female,7606.81
5963,Megan Cardenas,51,female,4588.91
5964,Kendra Pruitt,69,female,8915.52
5965,Cassandra Blake,74,female,10597.47
5966,Tiffany Wade,48,female,10423.83
5967,Travis Mcdonald,22,male,5842.54
5968,Julie Baker,32,female,5877.91
5969,Kristina Jackson,53,female,8799.89
5970,Kendra Rice,54,female,4079.09
5971,Katherine Villanueva,54,female,5422.77
5972,Jeffrey Mckee,56,male,10615.64
5973,Shari Daniels,21,female,6498.15
5974,Zachary Henson,41,male,5165.73
5975,Melissa Davis,47,female,3907.06
5976,Tracy Munoz,34,female,8029.86
5977,Michelle Villarreal,21,female,9619.58
5978,Kyle Oneill,68,male,6009.36
5979,Jessica Brewer,44,female,10407.42
5980,Jonathan Watson,37,male,10339.97
5981,Molly Bates,18,female,9255.33
5982,Carolyn Wheeler,19,female,7090.32
5983,Caleb Wolfe,37,male,7229.42
5984,Grace Carlson,68,female,5451.35
5985,Jason Chapman,38,male,4448.66
5986,Bethany Brown,61,female,8462.25
5987,Jessica Beck,58,female,4351.07
5988,David Bean,26,male,4655.67
5989,Michael Perez,12,male,9252.72
5990,David Wallace,59,male,10203.57
5991,Scott Brooks,26,male,10869.91
5992,Kenneth Wong,68,male,10551.15
5993,Amy Rocha,20,female,7931.23
5994,Ryan Robles,38,male,7054.57
5995,Natasha Robertson,46,female,7580.52
5996,Lisa Carr,18,female,3618.26
5997,Elizabeth Rosales,56,female,6512.03
5998,Andrew Ellis,71,male,8824.16
5999,Dr. Patrick Blair,24,male,8841.63
6000,Brett Page,66,male,7870.49
6001,Joseph Sanders,36,male,4945.57
6002,Dr. Debra Smith,57,female,7843.31
6003,Robin Savage,37,female,3978.12
6004,Bradley Hernandez,56,male,6743.91
6005,Autumn Brown,26,female,4408.13
6006,Jennifer Lynn,55,female,8815.9
6007,Cindy Morgan,29,female,7267.03
6008,John Howe,65,male,4522.74
6009,Stacey Turner,55,female,5127.79
6010,Dr. Randy Nguyen,15,male,9349.98
6011,Christina Wallace,65,female,7121.07
6012,Joshua Campbell,40,male,9483.48
6013,Tamara Davis,40,female,6908.37
6014,Danielle Alvarez,24,female,8314.0
6015,James Diaz,13,male,3726.08
6016,Andre James,47,male,10400.45
6017,Anthony Madden,63,male,7769.18
6018,Mrs. Mikayla Williams,49,female,9056.25
6019,Rachel Walker,70,female,3719.56
6020,Miss Teresa Wilson,62,female,9799.39
6021,Roy Jarvis Jr.,67,male,4878.33
6022,Melissa Cochran,46,female,10891.58
6023,Paul Castillo,46,male,10641.34
6024,Samantha Crane,36,female,6895.68
6025,Christopher Park,67,male,9767.91
6026,Michael Robbins,32,male,3841.66
6027,John Castaneda,59,male,4425.16
6028,Lindsay Gray,35,female,10671.17
6029,Tammy Goodman,37,female,9258.5
6030,Joseph Ballard,64,male,7200.42
6031,Anthony Coffey,25,male,7944.64
6032,Jose Walker,25,male,10019.45
6033,Andrew Savage,33,male,6308.83
6034,Benjamin Chandler,64,male,10407.25
6035,Robert Martin,71,male,10538.63
6036,Jason Vasquez,67,male,6905.17
6037,Tiffany Thomas,69,female,10999.71
6038,Rita Singleton,51,female,9947.95
6039,Robert Hernandez,18,male,7717.9
6040,Frank Hernandez,40,male,4174.55
6041,Laura Garcia,40,female,6250.03
6042,Sydney Gardner,72,female,7503.92
6043,Kristen Smith,67,female,8485.6
6044,William Mitchell,26,male,7891.53
6045,Christine Wallace,23,female,7832.85
6046,Charles Berry,41,male,8972.04
6047,Kaitlin Martin,54,female,9152.69
6048,Benjamin Johnston,36,male,7578.74
6049,Susan Rodriguez,75,female,9537.22
6050,Tracie Monroe,62,female,4845.61
6051,Charles Weeks,72,male,5509.88
6052,Colleen Berger,21,female,4116.82
6053,Chloe Thompson,24,female,6649.69
6054,Lori Andrews,75,female,8514.99
6055,Phillip Baker,15,male,6822.86
6056,Clarence Martin,15,male,6254.58
6057,Sonya Young,69,female,10583.03
6058,Justin Gross,17,male,9777.88
6059,Mrs. Jill Lopez,53,female,7848.24
6060,Michelle Pruitt,73,female,5766.59
6061,Jonathan Walters,39,male,8326.19
6062,Susan Gonzalez,16,female,7409.24
6063,Kenneth Riley,44,male,7653.96
6064,Brittany Mcconnell,12,female,10036.92
6065,Matthew English,70,male,10151.45
6066,Debra Mosley,41,female,3839.63
6067,Stephen Carlson,15,male,9164.43
6068,Leah Garza,28,female,4881.02
6069,Joshua Mccarty,32,male,7989.73
6070,Bryan Thompson,35,male,10434.29
6071,Dr. Steven Reyes,42,male,8838.01
6072,Jason Walters,37,male,8563.82
6073,John Barrett,47,male,6510.66
6074,Justin Brown,42,male,9026.67
6075,John Drake,35,male,6512.44
6076,Morgan Hernandez,24,female,4936.93
6077,Susan Murphy,16,female,9216.1
6078,James Salas,74,male,9347.41
6079,Allison Cox,34,female,8168.9
6080,Monica Lopez,38,female,8719.51
6081,Lori Hunter,58,female,6891.42
6082,Benjamin Johnson,35,male,4219.44
6083,Christopher Davis,71,male,10352.93
6084,Molly Morrison,45,female,6440.72
6085,Rachel Hale,67,female,8945.96
6086,Lindsey Williams,70,female,9179.35
6087,Wendy Rivera,73,female,4640.67
6088,Susan Garcia,37,female,8042.19
6089,Katelyn Powell,47,female,7391.05
6090,Dana Mckenzie,31,female,9593.55
6091,Mark Ramos,34,male,5015.73
6092,Philip Jackson,34,male,9390.09
6093,Joel Spencer,12,male,10322.95
6094,Erica Jefferson,17,female,10897.85
6095,Edward Gonzalez,42,male,6693.62
6096,Drew Salinas,64,male,7548.29
6097,Gina Hernandez,38,female,6302.01
6098,Charles Arellano,62,male,6744.27
6099,Hailey Salazar,28,female,8548.98
6100,Christina Washington,62,female,5925.15
6101,Daniel Munoz,41,male,10019.51
6102,Ronald Mathews,74,male,8530.12
6103,Brian Vasquez,14,male,10049.49
6104,Brian Taylor,14,male,10792.21
6105,Christopher White,37,male,9243.24
6106,Keith Russo,74,male,6093.68
6107,William Hall,72,male,3839.29
6108,Hannah Daniel,54,female,7733.83
6109,David Smith,50,male,8489.49
6110,Ronald Woods,24,male,6983.12
6111,Mr. Frank Smith,26,male,4920.03
6112,Nicholas Jones,68,male,6298.87
6113,Alyssa Pierce,52,female,8446.92
6114,Steven Blanchard,47,male,9109.33
6115,Cameron Stout,32,male,3841.84
6116,Jacob Jenkins,44,male,5585.25
6117,Jennifer Logan,46,female,3525.88
6118,Roger Drake,42,male,7858.32
6119,Kristy Smith,58,female,6811.79
6120,Edward Harper,16,male,6265.87
6121,Kelly Hess,47,female,3651.94
6122,Ashley Mcdaniel,34,female,5640.22
6123,Danielle Caldwell,26,female,10679.12
6124,Jack Klein,51,male,4492.61
6125,Carl Brown,62,male,7210.42
6126,Joanne Anderson,41,female,9696.06
6127,Kevin Gutierrez DDS,45,male,4741.24
6128,Scott Maynard,36,male,6387.82
6129,Jasmine Harris,57,female,7652.04
6130,Christy Lucero,70,female,5507.96
6131,Jeffrey Oneal,46,male,8762.11
6132,Holly Richardson,21,female,4846.39
6133,Benjamin Lopez,26,male,9887.85
6134,Jorge Jordan,45,male,9476.89
6135,Dwayne Hernandez,19,male,6614.57
6136,Sarah Wagner,52,female,4354.63
6137,Lindsey Simpson,25,female,8829.52
6138,Carlos Cunningham Jr.,17,male,6469.34
6139,Alan Casey,19,male,8713.01
6140,Felicia Thompson,26,female,7815.38
6141,Jamie Brady,16,female,7299.0
6142,Stephanie Stein,71,female,5890.48
6143,Michele Jones,39,female,7741.61
6144,Ashley Wong,66,female,3711.94
6145,Brittney Davidson,48,female,4504.48
6146,Mark Allen,44,male,10026.39
6147,Brittany Young,69,female,10561.62
6148,Gary Jacobson,63,male,5967.98
6149,Diana Cordova,67,female,8178.61
6150,Sharon Fuller,58,female,8147.36
6151,Russell Smith,69,male,6125.22
6152,Timothy Hill,43,male,3735.17
6153,Shannon Flores,19,female,5556.77
6154,Julian Davis,52,male,10402.73
6155,Robin Lawson,49,female,3774.39
6156,Robert Little,17,male,8356.99
6157,Melissa Pierce,15,female,4154.12
6158,Patricia Smith,28,female,8459.35
6159,Elizabeth Thompson,46,female,10132.71
6160,Latasha Williams,75,female,5581.61
6161,Nathan Lucas,65,male,4559.8
6162,Jimmy Ryan,64,male,4861.43
6163,Megan Sanders,13,female,10666.34
6164,William Wilson,30,male,4671.2
6165,Victoria Rogers,58,female,6707.89
6166,Joseph Thompson,63,male,6230.58
6167,Joe Lopez,37,male,7008.69
6168,Cory Hale,56,male,7146.72
6169,Brian Hamilton,69,male,5919.81
6170,Nathaniel Meyer,60,male,7313.06
6171,Lisa Jones,51,female,8764.49
6172,Daniel Anderson,30,male,4149.57
6173,Sabrina Boyle,19,female,10596.87
6174,Edward Duran,24,male,8768.12
6175,Stacey Taylor,25,female,7465.26
6176,Justin Werner,42,male,8366.01
6177,Christopher Cantrell,51,male,10856.88
6178,Melissa Scott,45,female,8164.66
6179,Christina Gutierrez,56,female,3757.13
6180,Ronald Gamble,43,male,3612.99
6181,Amy Howard,41,female,7552.87
6182,Christopher Gonzales,57,male,4614.11
6183,Kathleen Clark,23,female,8511.78
6184,Laura Phelps,27,female,9781.18
6185,Margaret Miranda,33,female,9918.25
6186,James Lucas,57,male,6716.44
6187,Samuel Carter,52,male,7797.96
6188,Tonya Mendoza,72,female,7277.1
6189,Maria Price,50,female,4235.24
6190,Tammy Johnson,33,female,8242.11
6191,Eric Brady,36,male,10110.28
6192,Lisa Blackwell,71,female,9124.5
6193,Paul Henry,25,male,6849.12
6194,Morgan Torres,20,female,7683.12
6195,William Williams,49,male,3863.83
6196,Scott Vincent,71,male,3680.55
6197,Jennifer Martinez,27,female,6136.44
6198,George Anderson,50,male,9120.83
6199,Chris Smith,59,male,4284.51
6200,Brian Bailey,15,male,3601.6
6201,Russell Robles,26,male,4199.56
6202,Mark Gonzalez,48,male,4107.47
6203,Jesus Farrell,15,male,7993.13
6204,Christina Sharp,31,female,6173.36
6205,Emily Barrett,62,female,4921.37
6206,Jennifer Saunders,46,female,10938.76
6207,Julie May,68,female,8188.15
6208,Richard Porter,34,male,7710.01
6209,Jessica Valdez,24,female,10698.11
6210,Ann Kennedy,54,female,5039.82
6211,Ryan Thomas,28,male,3778.78
6212,Julia Morgan,73,female,10301.64
6213,Jeffery Morales Jr.,38,male,3792.86
6214,John Mcdonald,60,male,8611.93
6215,William Castillo,33,male,8265.02
6216,Jason Weber,29,male,7339.72
6217,Timothy Powers,54,male,6130.56
6218,Haley Ford,66,female,8596.69
6219,Aaron Hodge,31,male,7722.4
6220,Mary Medina,30,female,5313.23
6221,Beverly Smith,56,female,7663.89
6222,Denise Gonzalez,40,female,7549.98
6223,Kayla Rowe,71,female,4003.08
6224,Vanessa Rogers,62,female,9982.75
6225,Gregory Sullivan,51,male,4733.65
6226,Tracy Clark,19,male,6169.1
6227,Michael Floyd,66,male,4656.05
6228,Andrea Taylor,27,female,8037.41
6229,Karen Clark,48,female,10063.95
6230,David Long,44,male,5879.95
6231,Allison Stuart,42,female,10919.65
6232,Mary Walker,24,female,9814.44
6233,Michael Paul,73,male,5119.03
6234,Anne Thomas,63,female,7221.56
6235,Alan Anderson,64,male,3942.38
6236,Lindsay Sharp,72,female,9156.42
6237,Matthew Roberts,42,male,5024.92
6238,Jason Travis,13,male,7738.83
6239,Brittany Schroeder,26,female,8447.32
6240,Michael Taylor,58,male,9310.81
6241,Steven Barnes,32,male,6967.62
6242,Jennifer Carson,25,female,4461.95
6243,Robert Allison,26,male,4499.08
6244,Chad Wilkerson,26,male,9861.18
6245,Karen Henry,27,female,7738.76
6246,Bruce Adams,45,male,4897.08
6247,Kristin Clark,43,female,7857.97
6248,Ariana Guzman,25,female,4238.1
6249,Morgan Roy,53,female,6963.18
6250,Paula Weiss,67,female,6742.66
6251,Charles Mccoy,74,male,6797.36
6252,Phillip Santiago,20,male,6259.0
6253,Natasha Williams,68,female,8959.43
6254,Lee Taylor,50,male,5926.06
6255,Joseph Fields,60,male,5087.86
6256,Charles Romero,43,male,5773.57
6257,David White,23,male,6471.27
6258,Bridget Cunningham,20,female,5302.73
6259,Mrs. Julie James MD,57,female,10458.46
6260,Jamie Long,67,female,7545.27
6261,Nicholas Heath,53,male,7981.63
6262,Vanessa Nguyen,68,female,5007.1
6263,William Barrett,21,male,9371.68
6264,Mr. Allen Diaz,33,male,6611.02
6265,Kelsey Cook,41,female,9488.18
6266,Yolanda Parker,14,female,9986.63
6267,Julie Turner,35,female,7389.71
6268,Timothy Lee,14,male,8392.16
6269,Melissa Watkins,44,female,10094.72
6270,Christopher Nguyen,56,male,9024.1
6271,Jeffery Arnold,60,male,9463.49
6272,Michael Taylor,20,male,8041.83
6273,Shawn Harrison,32,male,4301.56
6274,Ronald Perez PhD,23,male,5575.46
6275,James Franklin,32,male,4462.65
6276,David Sullivan,37,male,6783.32
6277,Cathy Smith,70,female,9456.73
6278,Kelly Campbell,48,female,4750.13
6279,Thomas Cabrera,54,male,8133.93
6280,Melissa Thompson,34,female,5427.13
6281,Sara Richards,48,female,4739.23
6282,Patricia Wright,37,female,10542.77
6283,Amanda Gutierrez,61,female,9815.46
6284,Kevin Cruz,71,male,6543.31
6285,Kim Williams,29,female,8310.39
6286,Robert Thomas,56,male,4162.92
6287,Raymond Williams,13,male,6198.47
6288,Kenneth Reid,37,male,7680.02
6289,Diane Durham,55,female,4277.36
6290,John Thomas,19,male,5120.62
6291,Yolanda Jordan,43,female,7891.24
6292,Alice Trevino,20,female,9046.18
6293,Ariel Owens,14,female,7485.3
6294,Emma Moore,62,female,5127.48
6295,Paul Barron,55,male,7500.43
6296,Michelle White,49,female,5361.81
6297,Colleen Mahoney,50,female,5371.76
6298,Brooke Smith,75,female,10877.27
6299,Mrs. Denise Torres,17,female,4525.63
6300,Christopher Garcia,56,male,5933.9
6301,Marie Ramirez,47,female,9237.97
6302,Alyssa Gomez,36,female,5282.25
6303,Billy Harris,71,male,10785.52
6304,George Allison,41,male,5587.72
6305,Donald Edwards,68,male,9452.66
6306,Lori Burgess,66,female,4687.07
6307,Alvin Castro,16,male,9840.14
6308,Michael Anderson,26,male,9582.11
6309,Tonya Fletcher,13,female,10135.44
6310,Travis Martin,47,male,7708.1
6311,Richard Kennedy,14,male,7799.85
6312,Lindsay Johns DDS,47,female,4650.8
6313,Darrell George,51,male,10921.05
6314,Adam Perez,65,male,4279.86
6315,Anthony Lewis,23,male,6693.55
6316,Zachary Hammond,55,male,8166.87
6317,Rita Roach,23,female,9700.45
6318,James Bean,63,male,6383.47
6319,Anita Robbins DDS,18,female,5865.07
6320,Sarah Macdonald,70,female,10543.1
6321,Chelsea Haley,53,female,4001.59
6322,Jason Anderson,44,male,8025.53
6323,Shawn Gutierrez,37,male,9825.86
6324,Mrs. Brianna Boyer,49,female,4541.71
6325,Ryan Thompson,47,male,8289.95
6326,Joshua Rose,53,male,8843.37
6327,Sherry Ramos,75,female,10201.02
6328,Ronald Bell,18,male,4049.75
6329,Michael Davis,53,male,8027.06
6330,Jasmine Boyle,37,female,9765.05
6331,Jenna Hunter,73,female,7636.6
6332,Sean King,29,male,9239.45
6333,Nathaniel Hurst,71,male,8972.36
6334,Brittney Jones,22,female,8427.73
6335,Melanie Wyatt,60,female,10933.13
6336,Claire Phillips,47,female,5777.04
6337,Andrew Thompson,72,male,4913.89
6338,Richard Mcneil,49,male,3689.41
6339,Kenneth Cortez,17,male,9214.0
6340,Kirsten Moreno,56,female,10549.2
6341,Todd Harper,28,male,5597.84
6342,Dr. Ann Smith MD,31,female,5844.26
6343,Tracey Lee,56,female,6231.79
6344,Amanda Young,15,female,5958.64
6345,Lisa Miller,65,female,8903.14
6346,Lee Mills,35,male,3767.53
6347,Mary Hoover,37,female,10581.33
6348,Jeremy Russell,59,male,4012.69
6349,Erica Chandler,45,female,6796.51
6350,Sheri Price,14,female,6104.69
6351,Shawn Tapia,70,male,4487.88
6352,Bethany Johnson,61,female,5467.96
6353,Alexis Howard,27,female,10395.45
6354,Christopher Gross,34,male,5756.91
6355,Olivia Davis,60,female,8218.18
6356,Greg Harris,37,male,4972.04
6357,Zachary Garcia,21,male,6257.35
6358,Diana Flores,34,female,8794.61
6359,Alex Hopkins,70,male,5387.22
6360,Joseph Steele,61,male,6174.57
6361,Maxwell Blair,15,male,4295.77
6362,Mary Diaz,51,female,6481.78
6363,Amanda Snyder,53,female,6394.02
6364,Renee Woodard,18,female,7239.83
6365,Jennifer Morrison,24,female,5092.15
6366,Larry Stevens,21,male,7374.65
6367,Joel Bailey,48,male,7924.43
6368,Stanley White,37,male,8088.94
6369,Joshua Green,28,male,6552.13
6370,Jesus Smith,17,male,10870.19
6371,Sheena Martinez,39,female,4065.48
6372,Derrick Anderson,17,male,7331.47
6373,Lisa Tran,21,female,4108.25
6374,Sara Harrington,60,female,8639.85
6375,Lisa Mason,33,female,9873.74
6376,Daniel Nguyen,24,male,5159.17
6377,Richard Ellis,54,male,3667.29
6378,Laurie Sanders,27,female,4374.51
6379,Frank Hall,67,male,8265.92
6380,Christopher Martin,32,male,8594.13
6381,Lisa Mcdowell,36,female,3841.71
6382,Samantha Fox,58,female,10011.29
6383,Erin Randolph,50,female,7274.66
6384,Keith Anderson,55,male,10173.08
6385,Michelle Stewart,13,female,7691.09
6386,Michelle Ortiz,52,female,5729.67
6387,Carrie Avery,36,female,9666.25
6388,William Smith,26,male,4975.16
6389,James Shaw,30,male,9897.91
6390,Ryan Jensen,59,male,9902.42
6391,Steven Werner,21,male,10124.0
6392,Tonya Long,27,female,8082.6
6393,Elizabeth Elliott,23,female,5067.13
6394,Renee Fleming,13,female,3656.21
6395,Tammy Schmidt,32,female,8040.2
6396,Edwin Smith,44,male,4967.14
6397,Olivia Roberts,31,female,3922.18
6398,Leah Gutierrez,51,female,10992.21
6399,Brian Bradford,16,male,7767.78
6400,Daniel Decker,32,male,10805.36
6401,Courtney Hudson,31,female,4365.71
6402,Amber Davis,59,female,7307.71
6403,Nicholas Garcia,18,male,4995.59
6404,Sabrina Brewer,42,female,7113.29
6405,Caitlin Monroe,55,female,9648.87
6406,Laura Merritt,53,female,5765.61
6407,David Vargas,23,male,8546.18
6408,David Porter,64,male,9359.5
6409,Susan Hartman,55,female,8461.01
6410,Shane Green,38,male,10100.63
6411,David Fuller,38,male,8461.7
6412,Joanne Garcia,19,female,9740.67
6413,Bobby Hutchinson,23,male,4059.55
6414,Alexander Bradford,55,male,7543.11
6415,Kimberly Mills,18,female,10996.28
6416,James Bailey,41,male,6083.9
6417,James Golden,25,male,9155.73
6418,Jennifer Smith,57,female,4852.49
6419,Robert Collins,21,male,4520.51
6420,Mr. Jonathan Hayden,29,male,6219.68
6421,Joshua Thomas,63,male,9355.52
6422,Alex Johnson,27,male,3508.14
6423,Jason Reid,75,male,6448.84
6424,Amber Patrick,42,female,7971.93
6425,Charles Cooper,57,male,10939.53
6426,Judy Edwards,13,female,3608.2
6427,Joseph Bowman,52,male,7206.64
6428,Daniel Alexander,62,male,10924.53
6429,Robin Sanchez,36,female,8067.87
6430,Dr. Maria Hubbard DDS,40,female,7097.41
6431,Kimberly Conway,61,female,10533.53
6432,Ryan Holland,74,male,8527.24
6433,Colleen Anderson,27,female,6635.16
6434,Richard Smith,39,male,4861.67
6435,Amy Valenzuela,65,female,8727.46
6436,Judy Carter,50,female,4257.37
6437,Tiffany Macias,16,female,5498.58
6438,Kevin Lee,25,male,6676.55
6439,Barbara Lozano,40,female,7945.02
6440,Melissa Scott,61,female,9475.15
6441,Samuel Rogers,51,male,5459.44
6442,James Turner,41,male,6551.96
6443,Randy Irwin,21,male,6959.65
6444,Corey Jones,54,male,6154.2
6445,Robert Jackson,64,male,9460.43
6446,Frank Mendez,58,male,4812.78
6447,Jacob Carter,31,male,10150.14
6448,Nicole Lindsey,24,female,9852.93
6449,Robin Bradley,36,female,4377.82
6450,Emily Lopez,63,female,6616.17
6451,Angela Owen,21,female,5660.29
6452,Gina Massey,61,female,4539.55
6453,Kari Mercado MD,51,female,8906.91
6454,Heather Harrison,23,female,3599.1
6455,Jessica Thompson,40,female,8518.3
6456,Charles Olson,34,male,5458.87
6457,Lisa Alvarez,28,female,9701.05
6458,Christian Fuentes,16,male,9162.93
6459,Caitlin Cummings,57,female,8973.42
6460,Michael Watson,21,male,7579.25
6461,Erica Dawson,16,female,3949.41
6462,Madison French,66,female,7823.14
6463,Christina Ramsey,69,female,10144.98
6464,Daniel Santiago,42,male,5149.11
6465,Christopher Sandoval,62,male,6969.24
6466,Brian Romero,31,male,8883.49
6467,Sandra Garcia,64,female,4523.2
6468,Jacob Morgan,68,male,7881.03
6469,John Thomas,53,male,9012.64
6470,Suzanne Rollins,63,female,9830.48
6471,Brittany Bond,33,female,5969.54
6472,Joshua Simmons,16,male,5028.91
6473,Walter Perez,75,male,8521.48
6474,Carol Smith,25,female,5875.57
6475,Michele Mckenzie,75,female,9010.63
6476,Alicia Boyd,65,female,5517.09
6477,Angela Banks,56,female,3675.54
6478,Cody Harris,43,male,5292.14
6479,Mark Vaughan,31,male,10953.75
6480,Terry Lam,23,male,8738.14
